video_title,length,skill_category,url
Monolithic vs Microservice Architecture: Which To Use and When?,643 seconds,Microservices architecture course,https://youtu.be/NdeTGlZ__Do
What are Microservices | Microservices Architecture Training | Microservices Tutorial | Edureka,1219 seconds,Microservices architecture course,https://youtu.be/gfWr2_H39N0
Top 7 Most-Used Distributed System Patterns,374 seconds,Distributed systems design,https://youtu.be/nH4qjmP2KEE
System Design Primer ⭐️: How to start with distributed systems?,562 seconds,Distributed systems design,https://youtu.be/SqcXvc3ZmRU
Distributed Systems Design Introduction (Concepts &amp; Challenges),393 seconds,Distributed systems design,https://youtu.be/Sa_gJwB55jY
CAP Theorem Simplified 2023 | System Design Fundamentals | Distributed Systems | Scaler,767 seconds,Distributed systems design,https://youtu.be/8UryASGBiR4
This should be your first distributed systems design book,304 seconds,Distributed systems design,https://youtu.be/83o-LNw3Eps
I ACED my Technical Interviews knowing these System Design Basics,581 seconds,Distributed systems design,https://youtu.be/FxAom29OEKE
How to Answer System Design Interview Questions (Complete Guide),430 seconds,Distributed systems design,https://youtu.be/L9TfZdODuFQ
NHR Perflab Seminar: Hardware-software co-design with the Parallel Research Kernels,3553 seconds,Distributed systems design,https://youtu.be/HTbjM5GDIRM
Data Consistency and Tradeoffs in Distributed Systems,1542 seconds,Distributed systems design,https://youtu.be/m4q7VkgDWrM
How I Mastered System Design Interviews,622 seconds,Distributed systems design,https://youtu.be/l3X1t3kpmwY
Two Phase Commit - Distributed Transactions | Systems Design Interview 0 to 1 with Ex-Google SWE,499 seconds,Distributed systems design,https://youtu.be/7DoT2sTGulc
CAP Theorem Simplified,333 seconds,Distributed systems design,https://youtu.be/BHqjEjzAicA
System Design Concepts Course and Interview Prep,3218 seconds,Distributed systems design,https://youtu.be/F2FmTdLtb_4
20 System Design Concepts Explained in 10 Minutes,701 seconds,Distributed systems design,https://youtu.be/i53Gi_K3o7I
System design basics: When to use distributed computing |  how distributed computing works,1526 seconds,Distributed systems design,https://youtu.be/3zCK_5U69A8
System Design Interview: A Step-By-Step Guide,594 seconds,Distributed systems design,https://youtu.be/i7twT3x5yv8
Design Youtube - System Design Interview,1564 seconds,Distributed systems design,https://youtu.be/jPKTo1iGQiE
Intro to Distributed Systems | sudoCODE,667 seconds,Distributed systems design,https://youtu.be/RzAtVam9LqQ
Generative AI Explained In 5 Minutes | What Is GenAI? | Introduction To Generative AI | Simplilearn,302 seconds,Introduction to Generative AI,https://youtu.be/NRmAXDWJVnU
Introduction to Generative AI,497 seconds,Generative AI for beginners,https://youtu.be/2p5OHDxR2l8
Introduction to Generative AI,1328 seconds,Image processing AI course,https://youtu.be/G2fqAlgmoPo
"AI, Machine Learning, Deep Learning and Generative AI Explained",601 seconds,Machine Learning for beginners,https://youtu.be/qYNweeDHiyU
What is Generative AI? | Generative AI Tutorial | Edureka,395 seconds,Generative AI tutorial,https://youtu.be/xP1eAnFqrYQ
What is generative AI and how does it work? – The Turing Lectures with Mirella Lapata,2762 seconds,Generative AI for video,https://youtu.be/_6R7Ym6Vy_I
Getting Started with AI Agents Using LlamaIndex | Generative AI Hands-On Tutorial,1586 seconds,Generative AI tutorial,https://youtu.be/j5_7Q-7VTS0
Generative AI Tutorial | Introduction to Generative AI | Generative AI Explained | Edureka,946 seconds,Introduction to Generative AI,https://youtu.be/XMGR2JiSKbE
Generative AI Roadmap For Absolute Beginners 🔥,913 seconds,Generative AI for beginners,https://youtu.be/lv7ka-8FscI
Google’s AI Course for Beginners (in 10 minutes)!,558 seconds,Machine Learning for beginners,https://youtu.be/Yq0QkCxoTHM
Generative AI in a Nutshell - how to survive and thrive in the age of AI,1077 seconds,Generative AI for beginners,https://youtu.be/2IK3DFHRFfw
Generative AI for beginners| What is generative AI | What is generative AI for dummies,847 seconds,Generative AI for beginners,https://youtu.be/As3TT3xlddU
Introduction to Generative AI,1322 seconds,Introduction to Generative AI,https://youtu.be/cZaNf2rA30k
Introduction to Generative AI - Beginner’s Guide,732 seconds,Generative AI for beginners,https://youtu.be/gk6GJukCDLg
Introduction to Generative Fill | Adobe Photoshop | Photoshop 2025 Top  Features  Updates Explained!,896 seconds,Introduction to Generative AI,https://youtu.be/ndux0BeDobs
What is Generative AI? (Explained in Hindi) - Umar Tazkeer,529 seconds,Introduction to Generative AI,https://youtu.be/_vTV0TEj4BI
What Is Generative AI In Hindi| Krish Naik,714 seconds,Introduction to Generative AI,https://youtu.be/LFs2z7UUDJU
What is Generative AI | Introduction to Generative AI | Generative AI Explained | Simplilearn,659 seconds,Introduction to Generative AI,https://youtu.be/iXCqIpDZ_IY
What are Generative AI models?,527 seconds,Advanced AI model training,https://youtu.be/hfIUstzHs9A
99% of Beginners Don&#39;t Know the Basics of AI,612 seconds,Generative AI for beginners,https://youtu.be/nVyD6THcvDQ
ChatGPT Tutorial: How to Use Chat GPT For Beginners,1671 seconds,GPT tutorial,https://youtu.be/Gaf_jCnA6mc
ChatGPT Tutorial - A Crash Course on Chat GPT for Beginners,2045 seconds,GPT tutorial,https://youtu.be/JTxsNm9IdYU
Prompt Engineering Tutorial – Master ChatGPT and LLM Responses,2496 seconds,GPT tutorial,https://youtu.be/_ZvnD73m40o
Ultimate ChatGPT 4o Guide 2025: How to Use Chat GPT For Beginners,1996 seconds,GPT tutorial,https://youtu.be/yFMVT3bcrJo
How to Create Custom GPT | OpenAI Tutorial,1226 seconds,GPT tutorial,https://youtu.be/0Q1AQAxpdGg
ChatGPT Tutorial for Beginners in Hindi | Step by Step,857 seconds,GPT tutorial,https://youtu.be/Nz1MI8nsFTs
How to Use ChatGPT (2025),1107 seconds,GPT tutorial,https://youtu.be/PDw3Uk9dN9k
Understanding the best uses of each ChatGPT model (GPT-4.5 to o1-pro),748 seconds,GPT tutorial,https://youtu.be/RuHCQdy-dfw
"Transformers, explained: Understand the model behind GPT, BERT, and T5",551 seconds,GPT tutorial,https://youtu.be/SZorAJ4I-sA
"Actually, ChatGPT is INCREDIBLY Useful (15 Surprising Examples)",807 seconds,GPT tutorial,https://youtu.be/zIWqTJu9HaA
Complete ChatGPT Tutorial - [Become A Power User in 30 Minutes],1652 seconds,GPT tutorial,https://youtu.be/jHv63Uvk5VA
The ULTIMATE Guide to ChatGPT 4o | Beginner to Advanced,1483 seconds,GPT tutorial,https://youtu.be/6JeaYWDyw54
ChatGPT Tutorial - How to use Chat GPT for Learning and Practicing English,732 seconds,GPT tutorial,https://youtu.be/-IBxIXBaei8
ChatGPT Tutorial for Developers - 38 Ways to 10x Your Productivity,1693 seconds,GPT tutorial,https://youtu.be/sTeoEFzVNSc
AI Agents Course | Telugu | Vamsi Bhavani,437 seconds,AI language models course,https://youtu.be/G1fD_kyQ-QU
How Large Language Models Work,334 seconds,Large Language Model customization,https://youtu.be/5sLYAQS9sWQ
Large Language Models explained briefly,478 seconds,Large Language Models explained,https://youtu.be/LPZh9BOjkQs
What are Large Language Models (LLMs)?,330 seconds,Large Language Models explained,https://youtu.be/iR2O2GPbB0E
Introduction to large language models,946 seconds,Large Language Models explained,https://youtu.be/zizonToFXDs
TOP 5 AI COURSES For Beginners (w/ Certificates) [2025] | Ishan Sharma,581 seconds,AI language models course,https://youtu.be/j3DsRK0IBfs
AI vs Machine Learning,349 seconds,Machine Learning for beginners,https://youtu.be/4RixMPF4xis
Large Language Models (LLMs) - Everything You NEED To Know,1520 seconds,Large Language Models explained,https://youtu.be/osKyvYJ3PRM
How Large Language Models (LLM) In Generative AI Are Trained ?,1238 seconds,AI language models course,https://youtu.be/rcxXiLhxhsk
Large Language Models Explained | What Is Large Language Model (LLM) | Machine Learning |Simplilearn,584 seconds,Large Language Models explained,https://youtu.be/ou7IswWBZbY
LLM Explained Simply |  What is LLM?,418 seconds,Large Language Models explained,https://youtu.be/uTSGHBsvplg
A Practical Introduction to Large Language Models (LLMs),897 seconds,Large Language Models explained,https://youtu.be/tFHeUSJAYbE
Large Language Models Explained | What Is Large Language Model (LLM) | LLM in Generative AI |Edureka,678 seconds,Large Language Models explained,https://youtu.be/Y4pFf7mEWyk
Large Language Models from scratch,505 seconds,Large Language Models explained,https://youtu.be/lnA9DMvHtfI
Transformers (how LLMs work) explained visually | DL5,1634 seconds,Large Language Models explained,https://youtu.be/wjZofJX0v4M
Should You Use Open Source Large Language Models?,400 seconds,Large Language Model customization,https://youtu.be/y9k-U9AuDeM
How to Use Midjourney - Ai Text To Image Generator - Beginner&#39;s Guide,497 seconds,AI image generation tutorial,https://youtu.be/_MF6qxPZDHs
Secrets to Creating Stunning AI Images: Expert Prompts,364 seconds,AI image generation tutorial,https://youtu.be/Od3FRMLqwFk
Master in AI Image Generation | Create Viral Images | Best Free AI Image Generator Tool | Toolify AI,616 seconds,Generative AI for images,https://youtu.be/jsyuLkcUnrs
𝟭𝟬𝟬% 𝗙𝗥𝗘𝗘 𝗔𝗜 𝗩𝗶𝗱𝗲𝗼 𝗚𝗲𝗻𝗲𝗿𝗮𝘁𝗼𝗿 । 𝗜𝗺𝗮𝗴𝗲 𝗧𝗼 𝗩𝗶𝗱𝗲𝗼 𝗔𝗶 𝗙𝗿𝗲𝗲,440 seconds,AI image generation tutorial,https://youtu.be/d4l8u6pckIA
7 BEST Free &amp; Paid AI Image Generators,449 seconds,Generative AI for images,https://youtu.be/S2TAa4P2IuY
15 in 1 AI VIDEO Generator : Let&#39;s CREATE YOUR Own Cinematic AI MOVIE,715 seconds,AI video generation tutorial,https://youtu.be/0UC1vvHprq8
LEONARDO AI Tutorial: Image Generator Basics,1421 seconds,AI image generation tutorial,https://youtu.be/yBdAkBA8weI
5 WAYS To Get Started With AI ART [Beginner&#39;s Guide 2023],791 seconds,AI image generation tutorial,https://youtu.be/zxnXpSfoXhQ
How AI Image Generators Work (Stable Diffusion / Dall-E) - Computerphile,1070 seconds,Generative AI for images,https://youtu.be/1CIpzeNxIhU
Best Free AI Image Generator in 2024 - Playground AI (Midjourney Alternative),352 seconds,Generative AI for images,https://youtu.be/i26WnckdEOo
Unlimited FREE AI Video Generator 🔥 Open Source Text to Video AI ✅️ Image to Video Maker 2025,307 seconds,AI video generation tutorial,https://youtu.be/yzwOVt7M6IQ
All Machine Learning algorithms explained in 17 min,990 seconds,Introduction to Machine Learning,https://youtu.be/E0Hmnixke2g
All Machine Learning Models Explained in 5 Minutes | Types of ML Models Basics,301 seconds,Machine Learning for beginners,https://youtu.be/yN7ypxC7838
Build Your Own AI Image Generator Web App in Just 10 Minutes with Python! (OpenAI API &amp; Streamlit),581 seconds,Machine learning image creation,https://youtu.be/rKGRaxEQL_8
Simple explanation of convolutional neural network | Deep Learning Tutorial 23 (Tensorflow &amp; Python),1434 seconds,Machine learning image creation,https://youtu.be/zfiSAzpy9NM
But what is a neural network? | Deep learning chapter 1,1120 seconds,Neural networks PyTorch course,https://youtu.be/aircAruvnKk
"AI art, explained",813 seconds,Generative AI for images,https://youtu.be/SVcsDDABEkM
Cartoon Effect on Image using OpenCV | Machine Learning Project 8 | ML Training | Edureka,1348 seconds,Machine learning image creation,https://youtu.be/2xqvGZS7NCw
"How AIs, like ChatGPT, Learn",535 seconds,Machine learning image creation,https://youtu.be/R9OHn5ZF4Uo
What are GANs (Generative Adversarial Networks)?,503 seconds,Machine learning image creation,https://youtu.be/TpMIssRdhco
Deep Learning | What is Deep Learning? | Deep Learning Tutorial For Beginners | 2023 | Simplilearn,352 seconds,Machine learning image creation,https://youtu.be/6M5VXKLf4D4
How to Use Adobe Firefly 3 (&amp; Why It&#39;s the Only AI Image Generator You Should Use),545 seconds,Generative AI for images,https://youtu.be/VNs1lW8t4hw
9 AI Tools You MUST Be Using in 2025.,1073 seconds,Generative AI for video,https://youtu.be/yOILgTpXftc
Invideo AI Full Tutorial &amp; Review - Best AI Video Generator (2025),572 seconds,Generative AI for video,https://youtu.be/rGHFBMrhsC8
Make Some AI generative videos for free !,313 seconds,Generative AI for video,https://youtu.be/AkfxxuEHHo0
BEST AI Video Generator in 2025: Invideo AI V3 - Generative AI,1134 seconds,AI video generation tutorial,https://youtu.be/xjveLQ-FHXg
NEW AI Video Generator Creates Amazing Videos from TEXT! (No Editing),1053 seconds,AI video generation tutorial,https://youtu.be/Aw1TQwkCLQs
Create ENTIRE FILM with AI Video Generator | Text to Video And Image to Video Generator AI,526 seconds,Generative AI for video,https://youtu.be/J9mXRkwE9Qc
AI News: AI Video Creation Explodes in 2024,1972 seconds,Generative AI for video,https://youtu.be/aCNr4Dnk7UU
Invideo AI - Full Tutorial: Best AI Video Generator,775 seconds,AI video generation tutorial,https://youtu.be/yOu0PYVmYbw
FREE AI Video Generation: Make Money with Youtube Short AI Videos (Full Tutorial),407 seconds,AI video generation tutorial,https://youtu.be/n7h1Kn4sNqo
How to Create Lifelike Cinematic AI Videos FULL COURSE,1138 seconds,AI video generation tutorial,https://youtu.be/Kf6Jdekp6e8
Create Cinematic AI Videos With ONE AI Tool - AI Filmmaking Course,673 seconds,AI video generation tutorial,https://youtu.be/X17WxmJE_5g
How to create your own AI Videos on your Laptop,853 seconds,AI video generation tutorial,https://youtu.be/3FTm3KOASIs
Invideo AI - Full Tutorial 2025: Best AI Video Generator,1110 seconds,AI video generation tutorial,https://youtu.be/VJKGwXWtxMY
🤯The MOST Impressive Video AI | Wan2.1 ComfyUI Complete Guide,466 seconds,AI video generation tutorial,https://youtu.be/gdoRVlJH218
Time Travel POV | How to Create AI-Generated Historical Videos (Step-by-Step Guide),707 seconds,AI video generation tutorial,https://youtu.be/woQKdq_lgMo
Invideo AI 2024 Tutorial - Best AI Video Generator,656 seconds,AI video generation tutorial,https://youtu.be/AF_0QEZt_9s
Unlimited FREE And Open Source AI Video Generator | Text to Video Generator AI | Image to Video,356 seconds,AI video generation tutorial,https://youtu.be/orFd1utzlKc
5 Best AI Video Generators (2025),840 seconds,Machine learning video creation,https://youtu.be/xrGCkh8hIe0
Create Cinematic AI Videos with Runway Gen-3,915 seconds,AI video generation tutorial,https://youtu.be/gyCg0yv3Njw
Create Cinematic AI Video with Minimax,773 seconds,AI video generation tutorial,https://youtu.be/28hdk6F2mo8
Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2024 | Simplilearn,472 seconds,Machine Learning Computer Vision,https://youtu.be/ukzFI9rgwfU
Creating a Basic Calculator | 360DigiTMG,1639 seconds,Machine learning video creation,https://youtu.be/JP6ovhbOuk0
What are Transformers (Machine Learning Model)?,351 seconds,Machine learning video creation,https://youtu.be/ZXiruGOCn9s
What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn,328 seconds,Machine learning video creation,https://youtu.be/ad79nYk2keg
Machine Learning vs Deep Learning,470 seconds,Machine learning in programming,https://youtu.be/q6kJ71tEYqM
Are Programmers Obsolete?  Will AI Replace Them?,586 seconds,AI for software development,https://youtu.be/TANCHT6uht0
The True Impact Of AI On Software Engineering,764 seconds,AI for software development,https://youtu.be/wwO-elfqbyg
"With AI, Anyone Can Be a Coder Now | Thomas Dohmke | TED",870 seconds,AI for software development,https://youtu.be/nv9WwHpOKEg
Masterclass: AI-driven Development for Programmers,529 seconds,AI for software development,https://youtu.be/iO1mwxPNP5A
Torvalds Speaks: Impact of Artificial Intelligence on Programming,305 seconds,AI for software development,https://youtu.be/VHHT6W-N0ak
How to elevate software development with AI-assisted coding,1234 seconds,AI for software development,https://youtu.be/S2GqQ4gJAH0
How I use AI as a software engineer,650 seconds,AI for software development,https://youtu.be/C24yVfqibv8
How will AI change Software Development — Insight from Top-Notch Engineers,630 seconds,AI for software development,https://youtu.be/S8y0DA-nJBQ
Top 3 AI Coding Assistant for Programmers 🤯 | 2025,861 seconds,AI coding assistant,https://youtu.be/mj_A8qta4As
Best AI Coding Assistant Tools of 2024,513 seconds,AI coding assistant,https://youtu.be/a3BZgHyZFDo
Github Copilot vs Cursor: which AI coding assistant is better?,453 seconds,AI coding assistant,https://youtu.be/Wl5NJVieiBM
Best AI Coding Tools for Developers in 2024,419 seconds,AI coding assistant,https://youtu.be/-Aw37UyTK7w
Codeium AI Coding Assistant | AI Review,1188 seconds,AI coding assistant,https://youtu.be/L5bbbnF0TTc
5 Best AI Coding Assistant Tools In 2024 | AI Coding Assistant For Programmers | Simplilearn,701 seconds,AI coding assistant,https://youtu.be/iJfEtc0G5sQ
Best AI Tools for Programming in 2025,503 seconds,AI coding assistant,https://youtu.be/uxrSyA-VxWs
Top 3 AI Coding Assistant for Programmers 2025,784 seconds,AI coding assistant,https://youtu.be/fqYzy8WRH2U
This Free AI Coding Assistant Might Destroy Cursor...,1126 seconds,AI coding assistant,https://youtu.be/RzupEPRF6As
Best AI Coding Tools For 2025 | Top 5 AI Coding Tools For 2025 | AI Coding Assistants | Simplilearn,799 seconds,AI coding assistant,https://youtu.be/t7PmHro6BBI
AI Coding Assistant Showdown: Augment Code vs Cursor AI (Which is Better?),635 seconds,AI coding assistant,https://youtu.be/CWC0L65TxdM
21 FREE AI Coding Tools THAT I USE!,964 seconds,AI coding assistant,https://youtu.be/3_NedlX1hKg
Github Copilot Agent Mode: FREE Cursor Alternative! NEW Autonomous AI Coding Agent! (o3 Mini FREE),568 seconds,AI coding assistant,https://youtu.be/n3VxTaozyPg
These AI Tools Can Code Full Stack Apps On Their Own! | Best AI For Coding in 2025,506 seconds,AI coding assistant,https://youtu.be/NGgWZVZrUyA
LangChain Crash Course For Beginners | LangChain Tutorial,2767 seconds,LangChain full course,https://youtu.be/nAmC7SoVLd8
LangChain Explained in 13 Minutes | QuickStart Tutorial for Beginners,764 seconds,LangChain full course,https://youtu.be/aywZrzNaKjs
Introduction to LangChain | LangChain for Beginners | Video 1 | CampusX,2264 seconds,LangChain full course,https://youtu.be/nlz9j-r0U9U
What is LangChain?,488 seconds,LangChain full course,https://youtu.be/1bUy-1hGZpI
SAP GUI AI Agent: A Technical Deep Dive,1500 seconds,LangChain tutorial,https://youtu.be/VP9uxYvI06k
Learn LangChain in 7 Easy Steps - Full Interactive Beginner Tutorial,2497 seconds,LangChain full course,https://youtu.be/8BV9TW490nQ
LangChain vs LangGraph: A Tale of Two Frameworks,595 seconds,LangChain full course,https://youtu.be/qAF1NjEVHhY
What is LangChain? 101 Beginner&#39;s Guide Explained with Animations,661 seconds,LangChain tutorial,https://youtu.be/P3MAbZ2eMUI
LangChain is AMAZING | Quick Python Tutorial,1062 seconds,LangChain tutorial,https://youtu.be/I4mFqyqFkxg
LangChain Explained In 15 Minutes - A MUST Learn For Python Programmers,939 seconds,LangChain tutorial,https://youtu.be/mrjq3lFz23s
LangChain Components | GenAI using LangChain | Video 2 | CampusX,3204 seconds,LangChain tutorial,https://youtu.be/-xSJA8-o6Eg
Langchain explained in Telugu | Vamsi Bhavani,449 seconds,LangChain tutorial,https://youtu.be/rT6inpgD6C8
LangGraph vs LangChain vs LangFlow vs LangSmith : Which One To Use &amp; Why?,584 seconds,LangChain tutorial,https://youtu.be/ldBsvhjEREc
What is Langchain and vector databases,1308 seconds,LangChain full course,https://youtu.be/DcNxg61kSFc
The Complete Machine Learning Roadmap,325 seconds,Machine Learning for beginners,https://youtu.be/7IgVGSaQPaw
Python Machine Learning Tutorial (Data Science),2983 seconds,Machine Learning tutorial,https://youtu.be/7eh4d6sabA0
AI &amp; ML Roadmap - Complete Roadmap for Machine Learning + PDF Download📜,520 seconds,Machine Learning for beginners,https://youtu.be/AMxtGWcMYd4
Building generative AI apps on Google Cloud with LangChain,2520 seconds,Building AI apps with LangChain,https://youtu.be/l7tNx52bnsc
Build AI-powered apps on Vertex AI with LangChain,336 seconds,Building AI apps with LangChain,https://youtu.be/XX2XpqklUrE
L-3 LangChain Explained | Building Generative AI Apps from Scratch,1276 seconds,Building AI apps with LangChain,https://youtu.be/VvpuGpXOYrQ
Build an AI RAG Application with LangChain &amp; Next.js,2014 seconds,Building AI apps with LangChain,https://youtu.be/YLagvzoWCL0
Build AI Apps with DeepSeek &amp; OpenAI Using LangChain &amp; RAG!!,1498 seconds,Building AI apps with LangChain,https://youtu.be/W3Ij4GU6RKo
Hugging Face + Langchain in 5 mins | Access 200k+ FREE AI models for your AI apps,588 seconds,Building AI apps with LangChain,https://youtu.be/_j7JEDWuqLE
Langchain: The BEST Library For Building AI Apps In Python?,701 seconds,Building AI apps with LangChain,https://youtu.be/R3KgD86VRzc
"Build AI-powered apps on Google Cloud with pgvector, LangChain &amp; LLMs",472 seconds,Building AI apps with LangChain,https://youtu.be/Jl1S4ZcSY8k
Build AI Apps with LangChain,3355 seconds,Building AI apps with LangChain,https://youtu.be/tYgAdc4FSlE
RAG + Langchain Python Project: Easy AI/Chat For Your Docs,1002 seconds,Building AI apps with LangChain,https://youtu.be/tcqEUSNCn8I
LangChain Crash Course: Build a AutoGPT app in 25 minutes!,1648 seconds,Building AI apps with LangChain,https://youtu.be/MlK6SIjcjE8
"Build AI Applications With LangChain, JavaScript and React",524 seconds,Building AI apps with LangChain,https://youtu.be/_jIXRkGVQOo
Fine-tuning Large Language Models (LLMs) | w/ Example Code,1698 seconds,LLM fine-tuning tutorial,https://youtu.be/eC6Hd1hFvos
Fine Tuning Large Language Models with InstructLab,481 seconds,Large Language Model customization,https://youtu.be/pu3-PeBG0YU
RAG vs. Fine Tuning,537 seconds,Large Language Model customization,https://youtu.be/00Q0G84kq3M
EASIEST Way to Fine-Tune a LLM and Use It With Ollama,318 seconds,Large Language Model customization,https://youtu.be/pxhkDaKzBaY
Steps By Step Tutorial To Fine Tune LLAMA 2 With Custom Dataset Using LoRA And QLoRA Techniques,1605 seconds,Large Language Model customization,https://youtu.be/Vg3dS-NLUT4
Fine Tune a model with MLX for Ollama,520 seconds,LLM fine-tuning tutorial,https://youtu.be/3UQ7GY9hNwk
Finetuning LLM- LoRA And QLoRA Techniques- Krish Naik Hindi,1614 seconds,LLM fine-tuning tutorial,https://youtu.be/SrYXAd4nMvQ
Fine-tuning LLMs with PEFT and LoRA,935 seconds,LLM fine-tuning tutorial,https://youtu.be/Us5ZFp16PaU
How to fine tune LLM | How to fine tune Chatgpt | How to fine tune llama3,1885 seconds,LLM fine-tuning tutorial,https://youtu.be/YlDDgmUVN28
Finetune LLMs to teach them ANYTHING with Huggingface and Pytorch | Step-by-step tutorial,2335 seconds,LLM fine-tuning tutorial,https://youtu.be/bZcKYiwtw1I
What is Prompt Tuning?,513 seconds,LLM fine-tuning tutorial,https://youtu.be/yu27PWzJI_Y
EASIEST Way to Train LLM Train w/ unsloth (2x faster with 70% less GPU memory required),1497 seconds,LLM fine-tuning tutorial,https://youtu.be/jFl5Fewrieo
LoRA &amp; QLoRA Fine-tuning Explained In-Depth,879 seconds,LLM fine-tuning tutorial,https://youtu.be/t1caDsMzWBk
"&quot;okay, but I want GPT to perform 10x for my specific use case&quot; - Here is how",593 seconds,Large Language Model customization,https://youtu.be/Q9zv369Ggfk
24 GPT and LLM GPT Models Part 4 LangChain Introduction Teleperformance Case Study,839 seconds,LangChain full course,https://youtu.be/0Tx6ELsCiN4
Generative AI using LangChain | GENAI for Beginners | CampusX,919 seconds,LangChain full course,https://youtu.be/_3ezSpJw2E8
How to Build an LLM from Scratch | An Overview,2145 seconds,Large Language Model customization,https://youtu.be/ZLbVdvOoTKM
Feed Your OWN Documents to a Local Large Language Model!,1133 seconds,Large Language Model customization,https://youtu.be/fFgyOucIFuk
Introduction to Vertex AI Studio on Google Cloud Platform | CLOUDSPACE SOLUTIONS,1669 seconds,Large Language Model customization,https://youtu.be/sWdbKPKf8gs
Five Steps to Create a New AI Model,416 seconds,Advanced AI model training,https://youtu.be/jcgaNrC4ElU
[1hr Talk] Intro to Large Language Models,3588 seconds,Large Language Model customization,https://youtu.be/zjkBMFhNj_g
Training Your Own AI Model Is Not As Hard As You (Probably) Think,624 seconds,Advanced AI model training,https://youtu.be/fCUkvL0mbxI
How to Train Your Own Large Language Models,2291 seconds,Large Language Model customization,https://youtu.be/5qlLJrv_q-Q
How Chatbots and Large Language Models Work,441 seconds,Large Language Model customization,https://youtu.be/X-AWdfSFCHQ
What is Retrieval-Augmented Generation (RAG)?,396 seconds,Large Language Model customization,https://youtu.be/T-D1OfcDW1M
How I&#39;d Learn AI in 2025 (if I could start over),1075 seconds,Advanced AI model training,https://youtu.be/h2FDq3agImI
How to Learn AI and Get Certified by NVIDIA,414 seconds,Image processing AI course,https://youtu.be/zaq_XQx4MJk
AI Trends for 2025,452 seconds,Advanced AI model training,https://youtu.be/5zuF4Ys1eAw
AI Machine Learning Roadmap: Self Study AI!,525 seconds,Advanced AI model training,https://youtu.be/nznFtfgP2ks
How I&#39;d Learn AI in 2024 (If I Could Start Over) | Machine Learning Roadmap,1217 seconds,Advanced AI model training,https://youtu.be/H-RKfV2ZJbI
What is Machine Learning? | Machine Learning Basics | Machine Learning Tutorial | Edureka,1041 seconds,Introduction to Machine Learning,https://youtu.be/Pj0neYUp9Tc
Types Of Machine Learning | Machine Learning Algorithms | Machine Learning Tutorial | Simplilearn,1269 seconds,Machine Learning tutorial,https://youtu.be/olFxW7kdtP8
Machine Learning Tutorial Python -1: What is Machine Learning?,411 seconds,Machine Learning tutorial,https://youtu.be/gmvvaobm7eQ
Learn Machine Learning Like a GENIUS and Not Waste Time,903 seconds,Machine Learning for beginners,https://youtu.be/qNxrPri1V0I
IA pour débutants - Cours gratuit : les bases,1893 seconds,Machine Learning for beginners,https://youtu.be/Q-ettB77808
Machine Learning For Absolute Beginners 2020 | Machine Learning Tutorial For Beginners | Simplilearn,1997 seconds,Machine Learning for beginners,https://youtu.be/oxvtR803RhE
11. Introduction to Machine Learning,3091 seconds,Introduction to Machine Learning,https://youtu.be/h0e2HAPTGF4
Introduction To Machine Learning ll Machine Learning Course Explained With RealLife Examples (Hindi),721 seconds,Introduction to Machine Learning,https://youtu.be/Y4qO9unerGs
Intro to Machine Learning (ML Zero to Hero - Part 1),438 seconds,TensorFlow tutorial,https://youtu.be/KNAWp2S3w94
A Gentle Introduction to Machine Learning,765 seconds,Introduction to Machine Learning,https://youtu.be/Gv9_4yMHFhI
What is Machine Learning?,503 seconds,Introduction to Machine Learning,https://youtu.be/9gGnTQTYNaE
Introduction to Machine Learning || Types of Machine Learning || Machine Learning || RGPV,1013 seconds,Introduction to Machine Learning,https://youtu.be/e3VORAb6KS4
#1 Introduction to Machine Learning - Definition &amp; Example |ML|,384 seconds,Introduction to Machine Learning,https://youtu.be/mNB8NlwhAgg
Introduction To Machine Learning Algorithms In Hindi,1140 seconds,Introduction to Machine Learning,https://youtu.be/7uwa9aPbBRU
A Friendly Introduction to Machine Learning,1849 seconds,Introduction to Machine Learning,https://youtu.be/IpGxLWOIZy4
Introduction to Machine Learning,340 seconds,Introduction to Machine Learning,https://youtu.be/cNkUna4z6As
Introduction To Machine Learning | Machine Learning Basics for Beginners | ML Basics | Simplilearn,956 seconds,Introduction to Machine Learning,https://youtu.be/xU2L8Lr-huw
Week 1 - Lecture 1 - Introduction to Machine Learning,928 seconds,Introduction to Machine Learning,https://youtu.be/fC7V8QsPBec
Introduction to ML: What is Machine Learning? | ML for Beginners,900 seconds,Introduction to Machine Learning,https://youtu.be/bk12t0Xz5FM
ML 1 : Introduction to Machine Learning | ML Full Course | ML Tutorial for Beginners,793 seconds,Introduction to Machine Learning,https://youtu.be/Be-33-Y87j0
What is Machine Learning?,654 seconds,Introduction to Machine Learning,https://youtu.be/lsf060bLH_Y
Tensorflow Tutorial for Python in 10 Minutes,693 seconds,Neural networks TensorFlow course,https://youtu.be/6_2hzRopPbQ
TensorFlow In 10 Minutes | TensorFlow Tutorial For Beginners | TensorFlow Explained | Simplilearn,708 seconds,Deep Learning with TensorFlow,https://youtu.be/mSsDNGWZ7Ao
Deep Learning for Temperature Conversion | Celsius to Fahrenheit with TensorFlow,1133 seconds,Neural networks TensorFlow course,https://youtu.be/DVZEG2ValMA
